target_variable,data_set_num,top_1_matched_variable,top_2_matched_variable,top_3_matched_variable,top_4_matched_variable,top_5_matched_variable
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_5,EQUIPVAL,FARMVAL,FARMOUT,LIVSTOCK,FILE
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_6,EQUIPVAL,LIVSTOCK,FARMFERT,FARMOUT,FARMVAL
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_7,FARMOWN,EQUIPVAL,LIVSTOCK,FARMFERT,FARMRENT
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_8,FARMBUI,FARMEQUI,LIVSTOCK,FARMSIZE,APPLET
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_9,FEEDEXP,TFRUITTR,OTHGRVAL,FARMBUI,FARBUI00
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_10,VAR140,VAR139,VAR142,VAR218,VAR312
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_11,VAR218,VAR24,VAR25,VAR26,VAR249
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_12,VAR178,VAR180,VAR182,VAR184,VAR125
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_13,VAR921,VAR998,VAR1005,VAR1006,VAR1007
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_14,VAR1560,VAR1552,VAR1553,VAR1556,VAR1558
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_15,VAR20,VAR344,VAR26,VAR27,VAR21
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_16,VAR890,VAR888,VAR889,VAR570,VAR574
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_17,VAR2046,VAR2081,VAR2090,VAR2205,VAR2206
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_18,VAR890,VAR2046,VAR888,VAR889,VAR570
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_19,VAR2797,VAR2609,VAR2613,VAR2801,VAR2605
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_20,VAR532,VAR126,VAR433,VAR554,VAR436
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_21,VAR291,VAR290,VAR1702,VAR1703,VAR289
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_22,ITEM056,ITEM071,ITEM848,ITEM053,ITEM054
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_23,VAR340,VAR339,VAR428,VAR334,VAR417
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_24,I,II,STATE,COUNTY,NAME
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_25,VAR309,VAR311,VAR323,VAR319,VAR328
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_26,ITEM056,ITEM071,ITEM848,ITEM053,ITEM054
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_27,VAR706,VAR705,VAR339,VAR697,VAR333
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_28,ITEM056,ITEM071,ITEM848,ITEM053,ITEM054
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_29,VAR340,VAR339,VAR428,VAR334,VAR417
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_30,VAR250,VAR249,VAR661,VAR244,VAR660
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_31,ITEM071,ITEM056,ITEM848,ITEM030,ITEM053
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_32,VAR340,VAR339,VAR428,VAR334,VAR417
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_33,ITEM05026,ITEM05027,ITEM05012,ITEM05013,ITEM01007
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_34,ITEM05026,ITEM05027,ITEM05012,ITEM05013,ITEM01007
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_35,ITEM071,ITEM056,ITEM848,ITEM030,ITEM053
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_36,ITEM05026,ITEM05027,ITEM05012,ITEM05013,ITEM01007
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_37,ITEM05026,ITEM05027,ITEM05012,ITEM05013,ITEM01007
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_38,ITEM071,ITEM056,ITEM848,ITEM030,ITEM053
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_39,ITEM03010,ITEM03011,ITEM16137,ITEM16138,ITEM03004
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_40,ITEM03010,ITEM03011,ITEM16137,ITEM16138,ITEM03004
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_41,ITEM03010,ITEM03011,ITEM16137,ITEM16138,ITEM03004
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_42,ITEM030010,ITEM030011,ITEM120066,ITEM120067,ITEM010031
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_43,ITEM12066,ITEM12067,ITEM03010,ITEM03011,ITEM12011
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_44,ITEM03015,ITEM03016,ITEM03017,ITEM03018,ITEM03011
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_45,FILE,DC,STATE,COUNTY,NAME
"Specified farm expenditures: seeds, bulbs, plants, & trees purchased, $",DS_46,STATEICP,COUNTYICP,NAME,LEVEL,STATEFIP
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_1,STATE,COUNTY,NAME,FAVAL850,FAVAL860
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_2,FILE,MD,IA,STATE,COUNTY
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_3,OTCATTLE,HEMPP3,FILE,MD,IA
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_4,OTCATTLE,HEMPP3,O,HEMPOTH,FILE
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_5,OTCATTLE,EQUIPVAL,FARMVAL,FARMOUT,LIVSTOCK
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_6,EQUIPVAL,LIVSTOCK,FARMOUT,OTCATTLE,OTHPOUL
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_7,OTCATTLE,FARMOWN,EQUIPVAL,LIVSTOCK,FARMRENT
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_8,FARMBUI,FARMEQUI,LIVSTOCK,FARMSIZE,PMINTOIL
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_9,FEEDEXP,OTHGRVAL,OTCROPVA,OTCOWS,FARMBUI
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_10,VAR140,VAR144,VAR139,VAR142,VAR243
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_11,VAR243,VAR244,VAR24,VAR25,VAR26
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_12,VAR178,VAR180,VAR154,VAR164,VAR182
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_13,VAR1007,VAR1012,VAR474,VAR915,VAR133
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_14,VAR1797,VAR1911,VAR2010,VAR1560,VAR1713
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_15,VAR20,VAR57,VAR62,VAR361,VAR87
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_16,VAR572,VAR571,VAR570,VAR574,VAR577
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_17,VAR2079,VAR2081,VAR2090,VAR2186,VAR2205
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_18,VAR572,VAR571,VAR570,VAR574,VAR577
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_19,VAR2609,VAR2613,VAR2605,VAR2617,VAR2514
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_20,VAR532,VAR542,VAR126,VAR433,VAR554
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_21,VAR293,VAR292,VAR1705,VAR1704,VAR297
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_22,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_23,VAR338,VAR422,VAR424,VAR335,VAR428
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_24,I,II,STATE,COUNTY,NAME
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_25,VAR321,VAR320,VAR309,VAR311,VAR323
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_26,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_27,VAR703,VAR704,VAR338,VAR697,VAR333
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_28,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_29,VAR338,VAR422,VAR424,VAR335,VAR428
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_30,VAR664,VAR665,VAR253,VAR254,VAR673
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_31,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_32,VAR338,VAR422,VAR424,VAR335,VAR428
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_33,ITEM05036,ITEM05037,ITEM05038,ITEM05039,ITEM05042
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_34,ITEM05036,ITEM05037,ITEM05038,ITEM05039,ITEM05042
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_35,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_36,ITEM05036,ITEM05037,ITEM05038,ITEM05039,ITEM05042
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_37,ITEM05036,ITEM05037,ITEM05038,ITEM05039,ITEM05042
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_38,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_39,ITEM03016,ITEM03017,ITEM03046,ITEM03047,ITEM16161
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_40,ITEM03016,ITEM03017,ITEM03046,ITEM03047,ITEM16161
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_41,ITEM03016,ITEM03017,ITEM03046,ITEM03047,ITEM16161
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_42,ITEM010031,ITEM020003,ITEM030003,ITEM030024,ITEM030025
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_43,ITEM03024,ITEM03025,ITEM04018,ITEM03020,ITEM03021
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_44,ITEM03027,ITEM03028,ITEM03029,ITEM03030,ITEM03035
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_45,FILE,DC,STATE,COUNTY,NAME
"Specified farm expenditures: gasoline & other petroleum fuel & oil, $",DS_46,STATEICP,COUNTYICP,NAME,LEVEL,STATEFIP
"Specified farm expenditures: tractor repairs, $",DS_1,STATE,COUNTY,NAME,FAVAL850,FAVAL860
"Specified farm expenditures: tractor repairs, $",DS_2,FILE,MD,IA,STATE,COUNTY
"Specified farm expenditures: tractor repairs, $",DS_3,FILE,MD,IA,STATE,COUNTY
"Specified farm expenditures: tractor repairs, $",DS_4,FILE,MD,IA,STATE,COUNTY
"Specified farm expenditures: tractor repairs, $",DS_5,EQUIPVAL,FARMVAL,FARMOUT,LIVSTOCK,FILE
"Specified farm expenditures: tractor repairs, $",DS_6,EQUIPVAL,LIVSTOCK,FARMOUT,FARMVAL,FARMSIZE
"Specified farm expenditures: tractor repairs, $",DS_7,FARMOWN,EQUIPVAL,LIVSTOCK,FARMRENT,FARMSIZE
"Specified farm expenditures: tractor repairs, $",DS_8,FARMBUI,FARMEQUI,LIVSTOCK,FARMSIZE,TFARMHOM
"Specified farm expenditures: tractor repairs, $",DS_9,FEEDEXP,FARMBUI,FARBUI00,FARMEQUI,FARMEQ00
"Specified farm expenditures: tractor repairs, $",DS_10,VAR139,VAR142,VAR312,VAR314,VAR24
"Specified farm expenditures: tractor repairs, $",DS_11,VAR24,VAR25,VAR26,VAR49,VAR439
"Specified farm expenditures: tractor repairs, $",DS_12,VAR178,VAR180,VAR182,VAR184,VAR125
"Specified farm expenditures: tractor repairs, $",DS_13,VAR1007,VAR1012,VAR1009,VAR1010,VAR1011
"Specified farm expenditures: tractor repairs, $",DS_14,VAR1560,VAR1552,VAR1553,VAR1556,VAR1558
"Specified farm expenditures: tractor repairs, $",DS_15,VAR20,VAR344,VAR26,VAR27,VAR21
"Specified farm expenditures: tractor repairs, $",DS_16,VAR570,VAR574,VAR577,VAR568,VAR572
"Specified farm expenditures: tractor repairs, $",DS_17,VAR2205,VAR2206,VAR2241,VAR2242,VAR2042
"Specified farm expenditures: tractor repairs, $",DS_18,VAR570,VAR574,VAR577,VAR2205,VAR2206
"Specified farm expenditures: tractor repairs, $",DS_19,VAR2609,VAR2613,VAR2605,VAR2617,VAR2514
"Specified farm expenditures: tractor repairs, $",DS_20,VAR532,VAR126,VAR433,VAR554,VAR436
"Specified farm expenditures: tractor repairs, $",DS_21,VAR295,VAR294,VAR297,VAR283,VAR285
"Specified farm expenditures: tractor repairs, $",DS_22,ITEM071,ITEM848,ITEM053,ITEM054,ITEM030
"Specified farm expenditures: tractor repairs, $",DS_23,VAR428,VAR334,VAR417,VAR426,VAR338
"Specified farm expenditures: tractor repairs, $",DS_24,I,II,STATE,COUNTY,NAME
"Specified farm expenditures: tractor repairs, $",DS_25,VAR309,VAR311,VAR323,VAR319,VAR328
"Specified farm expenditures: tractor repairs, $",DS_26,ITEM071,ITEM848,ITEM053,ITEM054,ITEM030
"Specified farm expenditures: tractor repairs, $",DS_27,VAR697,VAR333,VAR688,VAR690,VAR692
"Specified farm expenditures: tractor repairs, $",DS_28,ITEM071,ITEM848,ITEM053,ITEM054,ITEM030
"Specified farm expenditures: tractor repairs, $",DS_29,VAR428,VAR334,VAR417,VAR426,VAR338
"Specified farm expenditures: tractor repairs, $",DS_30,VAR244,VAR667,VAR669,VAR673,VAR671
"Specified farm expenditures: tractor repairs, $",DS_31,ITEM071,ITEM848,ITEM030,ITEM053,ITEM054
"Specified farm expenditures: tractor repairs, $",DS_32,VAR428,VAR334,VAR417,VAR426,VAR338
"Specified farm expenditures: tractor repairs, $",DS_33,ITEM01007,ITEM03013,ITEM06003,ITEM01003,ITEM02001
"Specified farm expenditures: tractor repairs, $",DS_34,ITEM01007,ITEM03013,ITEM06003,ITEM01003,ITEM02001
"Specified farm expenditures: tractor repairs, $",DS_35,ITEM071,ITEM848,ITEM030,ITEM053,ITEM054
"Specified farm expenditures: tractor repairs, $",DS_36,ITEM01007,ITEM03013,ITEM06003,ITEM01003,ITEM02001
"Specified farm expenditures: tractor repairs, $",DS_37,ITEM01007,ITEM03013,ITEM06003,ITEM01003,ITEM02001
"Specified farm expenditures: tractor repairs, $",DS_38,ITEM071,ITEM848,ITEM030,ITEM053,ITEM054
"Specified farm expenditures: tractor repairs, $",DS_39,ITEM16013,ITEM16004,ITEM01006,ITEM01003,ITEM05003
"Specified farm expenditures: tractor repairs, $",DS_40,ITEM16013,ITEM16004,ITEM01006,ITEM01003,ITEM05003
"Specified farm expenditures: tractor repairs, $",DS_41,ITEM16013,ITEM16004,ITEM01006,ITEM01003,ITEM05003
"Specified farm expenditures: tractor repairs, $",DS_42,ITEM010031,ITEM020003,ITEM030003,ITEM120097,ITEM010034
"Specified farm expenditures: tractor repairs, $",DS_43,ITEM12011,ITEM01032,ITEM03003,ITEM12103,ITEM01007
"Specified farm expenditures: tractor repairs, $",DS_44,ITEM03043,ITEM03044,ITEM03045,ITEM03046,ITEM07002
"Specified farm expenditures: tractor repairs, $",DS_45,FILE,DC,STATE,COUNTY,NAME
"Specified farm expenditures: tractor repairs, $",DS_46,STATEICP,COUNTYICP,NAME,LEVEL,STATEFIP
"Specified farm expenditures: other farm machinery repairs, $",DS_1,STATE,COUNTY,NAME,FAVAL850,FAVAL860
"Specified farm expenditures: other farm machinery repairs, $",DS_2,FILE,MD,IA,STATE,COUNTY
"Specified farm expenditures: other farm machinery repairs, $",DS_3,OTCATTLE,HEMPP3,FILE,MD,IA
"Specified farm expenditures: other farm machinery repairs, $",DS_4,OTCATTLE,HEMPP3,O,HEMPOTH,FILE
"Specified farm expenditures: other farm machinery repairs, $",DS_5,OTCATTLE,EQUIPVAL,FARMVAL,FARMOUT,LIVSTOCK
"Specified farm expenditures: other farm machinery repairs, $",DS_6,EQUIPVAL,LIVSTOCK,FARMOUT,OTCATTLE,OTHPOUL
"Specified farm expenditures: other farm machinery repairs, $",DS_7,OTCATTLE,FARMOWN,EQUIPVAL,LIVSTOCK,FARMRENT
"Specified farm expenditures: other farm machinery repairs, $",DS_8,FARMBUI,FARMEQUI,LIVSTOCK,FARMSIZE,TFARMHOM
"Specified farm expenditures: other farm machinery repairs, $",DS_9,FEEDEXP,OTHGRVAL,OTCROPVA,OTCOWS,FARMBUI
"Specified farm expenditures: other farm machinery repairs, $",DS_10,VAR140,VAR144,VAR139,VAR142,VAR243
"Specified farm expenditures: other farm machinery repairs, $",DS_11,VAR243,VAR244,VAR24,VAR25,VAR26
"Specified farm expenditures: other farm machinery repairs, $",DS_12,VAR164,VAR178,VAR129,VAR160,VAR163
"Specified farm expenditures: other farm machinery repairs, $",DS_13,VAR139,VAR1010,VAR1011,VAR170,VAR171
"Specified farm expenditures: other farm machinery repairs, $",DS_14,VAR1560,VAR1561,VAR1911,VAR2010,VAR1713
"Specified farm expenditures: other farm machinery repairs, $",DS_15,VAR20,VAR57,VAR62,VAR361,VAR87
"Specified farm expenditures: other farm machinery repairs, $",DS_16,VAR570,VAR93,VAR109,VAR110,VAR108
"Specified farm expenditures: other farm machinery repairs, $",DS_17,VAR2079,VAR2081,VAR2090,VAR2186,VAR2205
"Specified farm expenditures: other farm machinery repairs, $",DS_18,VAR570,VAR93,VAR109,VAR110,VAR108
"Specified farm expenditures: other farm machinery repairs, $",DS_19,VAR2617,VAR2616,VAR2620,VAR2609,VAR2613
"Specified farm expenditures: other farm machinery repairs, $",DS_20,VAR43,VAR44,VAR532,VAR542,VAR126
"Specified farm expenditures: other farm machinery repairs, $",DS_21,VAR297,VAR296,VAR295,VAR293,VAR283
"Specified farm expenditures: other farm machinery repairs, $",DS_22,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: other farm machinery repairs, $",DS_23,VAR422,VAR424,VAR428,VAR334,VAR417
"Specified farm expenditures: other farm machinery repairs, $",DS_24,I,II,STATE,COUNTY,NAME
"Specified farm expenditures: other farm machinery repairs, $",DS_25,VAR321,VAR309,VAR311,VAR323,VAR319
"Specified farm expenditures: other farm machinery repairs, $",DS_26,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: other farm machinery repairs, $",DS_27,VAR697,VAR333,VAR688,VAR690,VAR692
"Specified farm expenditures: other farm machinery repairs, $",DS_28,ITEM057,ITEM066,ITEM068,ITEM071,ITEM963
"Specified farm expenditures: other farm machinery repairs, $",DS_29,VAR422,VAR424,VAR428,VAR334,VAR417
"Specified farm expenditures: other farm machinery repairs, $",DS_30,VAR244,VAR673,VAR667,VAR669,VAR672
"Specified farm expenditures: other farm machinery repairs, $",DS_31,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: other farm machinery repairs, $",DS_32,VAR422,VAR424,VAR428,VAR334,VAR417
"Specified farm expenditures: other farm machinery repairs, $",DS_33,ITEM06003,ITEM05050,ITEM05051,ITEM02014,ITEM05030
"Specified farm expenditures: other farm machinery repairs, $",DS_34,ITEM06003,ITEM05050,ITEM05051,ITEM02014,ITEM05030
"Specified farm expenditures: other farm machinery repairs, $",DS_35,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: other farm machinery repairs, $",DS_36,ITEM06003,ITEM05050,ITEM05051,ITEM02014,ITEM05030
"Specified farm expenditures: other farm machinery repairs, $",DS_37,ITEM06003,ITEM05050,ITEM05051,ITEM02014,ITEM05030
"Specified farm expenditures: other farm machinery repairs, $",DS_38,ITEM057,ITEM066,ITEM068,ITEM069,ITEM071
"Specified farm expenditures: other farm machinery repairs, $",DS_39,ITEM01006,ITEM03046,ITEM03047,ITEM16161,ITEM16162
"Specified farm expenditures: other farm machinery repairs, $",DS_40,ITEM01006,ITEM03046,ITEM03047,ITEM16161,ITEM16162
"Specified farm expenditures: other farm machinery repairs, $",DS_41,ITEM01006,ITEM03046,ITEM03047,ITEM16161,ITEM16162
"Specified farm expenditures: other farm machinery repairs, $",DS_42,ITEM010031,ITEM020003,ITEM030003,ITEM030046,ITEM030047
"Specified farm expenditures: other farm machinery repairs, $",DS_43,ITEM04018,ITEM09003,ITEM03046,ITEM03047,ITEM12011
"Specified farm expenditures: other farm machinery repairs, $",DS_44,ITEM03027,ITEM03028,ITEM03029,ITEM03030,ITEM03063
"Specified farm expenditures: other farm machinery repairs, $",DS_45,FILE,DC,STATE,COUNTY,NAME
"Specified farm expenditures: other farm machinery repairs, $",DS_46,STATEICP,COUNTYICP,NAME,LEVEL,STATEFIP
